post_title,country,website,group_name,activity,activity_classified,used_fallback,published,discovered,screenshot,post_url
alupco.com,SA,alupco.com,incransom,Manufacturing,Manufacturing Industry,False,2026-04-13 00:00:00,2026-04-17 17:13:23.760990,https://images.ransomware.live/victims/885ac5840c532f95c14cfb754d555848.png,http://incblog6qu4y4mm4zvw5nrmue6qbwtgjsxpw6b7ixzssu36tsajldoad.onion/blog/disclosures/69e25d808f1d14b743381eca
Strata Republic,AU,stratarepublic.com.au,kairos,Professional Services,Professional Services,True,2026-04-17 00:00:00,2026-04-17 17:16:55.467660,,
Mag. Fünder Hausverwaltungs GmbH,AT,mf-hv.at,incransom,Professional Services,Real Estate Services,False,2026-04-17 18:00:00,2026-04-17 18:37:18.544006,https://images.ransomware.live/victims/c8a81624911ff77096b50adf09563b32.png,http://incblog6qu4y4mm4zvw5nrmue6qbwtgjsxpw6b7ixzssu36tsajldoad.onion/blog/disclosures/69e236208f1d14b743348a3d
SOGO Auction,JP,sogocorporation.com,ransomexx,Professional Services,Manufacturing Industry,False,2026-04-17 00:00:00,2026-04-17 19:12:21.450392,https://images.ransomware.live/victims/a170b3a4f43bd25a34fd77a61be54112.png,http://rnsm777cdsjrsdlbs4v5qoeppu3px6sb2igmh53jzrx7ipcrbjz5b2ad.onion/2026/04/17/sogo-auction/
Winnitex (Americas) Limited,US,winnitex.com,ransomhouse,Manufacturing,Manufacturing Industry,False,2026-04-08 00:00:00,2026-04-17 19:13:14.790065,,http://zohlm7ahjwegcedoz7lrdrti7bvpofymcayotp744qhx6gjmxbuo2yid.onion/r/ce9db193622ca5d81b719073d7a4d0b6700e405c
rhode-hv.de,DE,rhode-hv.de,krybit,Manufacturing,Real Estate Services,False,2026-04-16 00:00:00,2026-04-17 20:12:42.032000,https://images.ransomware.live/victims/9cb75abdf0cc1ed6cb0f44e84bf7ca89.png,http://krybitqsdzwmhnitvwuhvsntfgf2wrhxveyxroxpc44c6gkft2cqldyd.onion/blog/346fe18c28421843210f79b8bd2549f8d8765b4fe20dc5348a42dd1ac0e468c3/
S***s*a A**ul***e C***s,,s***s*a a**ul***e c***s,nightspire,Not Found,Not Found,True,2026-04-17 00:00:00,2026-04-18 02:42:29.354748,,
Evict them for me,US,evictthemforme.com,coinbasecartel,Professional Services,Business Services,False,2026-04-18 15:30:53.616379,2026-04-18 15:31:08.299258,https://images.ransomware.live/victims/1b0ecab03bc0c8a66d60e900b51025e8.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/evict
McCuaig and associates Engineering,CA,mccuaig.net,coinbasecartel,Professional Services,Construction and Engineering,False,2026-04-18 17:14:36.858130,2026-04-18 17:14:49.787292,https://images.ransomware.live/victims/39a3d282a054e8f43019b901b8cccff2.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/mccuaig
Altpro,HR,altpro.hr,coinbasecartel,Technology,Manufacturing Industry,False,2026-04-18 17:15:12.819965,2026-04-18 17:15:25.273300,https://images.ransomware.live/victims/ce8340e00951a2c10274a0e97505f6a9.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/altpro
Securitevolfeu,FR,securitevolfeu.fr,coinbasecartel,Technology,Business Services,False,2026-04-18 17:15:47.424446,2026-04-18 17:16:02.982356,https://images.ransomware.live/victims/c8afe6d75a34490ab5b2fa41fe8fd19d.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/securitevolfeu
HS Technology Group,US,hstechgroup.com,qilin,Technology,Information Technology,True,2026-04-18 17:54:50.819931,2026-04-18 17:55:08.579295,https://images.ransomware.live/victims/0533fec96fb0cb43dae943c49da10342.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=6277f05c-0c36-4af9-a003-6217d7cf60c5
ASTM Group,US,astim.it,coinbasecartel,Professional Services,Research and Development,False,2026-04-18 23:00:20.028218,2026-04-18 23:00:34.569080,https://images.ransomware.live/victims/45dc9fdcadc3c66088a9fe5ca543ce80.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/astm
Henley,GB,henleyandcompany.com,qilin,Professional Services,Financial Services,False,2026-04-19 12:46:11.222183,2026-04-19 12:46:32.620198,https://images.ransomware.live/victims/40a349c594e138ba683675131b80c632.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=58b388ea-37db-4113-870f-16d1eb041d0b
Nanometrics,US,nanometrics.ca,qilin,Technology,Natural Resources and Extractive Industry,False,2026-03-23 00:00:00,2026-04-19 12:47:14.130349,https://images.ransomware.live/victims/b582ec9feeecfcd566fd23ef9497952b.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=762b5171-94c3-4331-89b6-75515cad5217
The Great Cookie,US,thegreatcookie.com,qilin,Agriculture and Food Production,Retail and Commerce,False,2026-04-19 14:06:38.011366,2026-04-19 14:07:03.041835,https://images.ransomware.live/victims/935103b412c134948d2626748320890e.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=d7010d59-68cd-4652-bc4d-9718ef78674e
The Marton Agency,US,martonagency.com,thegentlemen,Professional Services,Professional Services,True,2026-04-19 13:17:39,2026-04-19 16:59:13.626644,,
Teleos Systems,GB,teleosvet.co.uk,thegentlemen,Technology,Information Technology,False,2026-04-19 13:12:17,2026-04-19 16:59:36.833501,,
Anderlues,BE,anderlues.be,thegentlemen,Manufacturing,Government,False,2026-04-08 00:00:00,2026-04-19 16:59:40.852805,,
Suma Sklep,PL,suma24.pl,thegentlemen,Retail & E-Commerce,Retail and Commerce,False,2026-04-19 12:40:45,2026-04-19 17:00:04.831550,,
Jean Cultural,TW,jeancard.com,thegentlemen,Retail & E-Commerce,Manufacturing Industry,False,2026-04-19 12:39:07,2026-04-19 17:00:30.128971,,
Philip Lee,IE,philiplee.ie,thegentlemen,Professional Services,Legal Services,False,2026-04-19 12:35:56,2026-04-19 17:00:54.558446,,
Jumbo Transport,DK,jumbotransport.dk,thegentlemen,Transportation,Logistics and Transportation,False,2026-04-19 12:32:03,2026-04-19 17:01:18.778467,,
Laboratório Santa Luzia,BR,sluzia.com.br,thegentlemen,Healthcare,Healthcare and Medical,True,2026-04-19 12:30:13,2026-04-19 17:01:43.061636,,
Bmtp,TH,bmtp.co.th,thegentlemen,Transportation,Logistics and Transportation,False,2026-04-19 12:28:56,2026-04-19 17:02:08.385177,,
El Ordeno,EC,elordeno.com,thegentlemen,Agriculture and Food Production,Agriculture and Food Industry,False,2026-04-15 11:31:29,2026-04-19 17:02:33.278555,,
Marchesi di Barolo,IT,marchesibarolo.com,thegentlemen,Agriculture and Food Production,Agriculture and Food Industry,False,2026-04-15 11:29:44,2026-04-19 17:02:57.617444,,
IC Partners,IT,icpartners.it,thegentlemen,Professional Services,Business Services,False,2026-04-15 11:28:15,2026-04-19 17:03:22.525349,,
Disk Precision,SG,diskprecision.com,thegentlemen,Manufacturing,Manufacturing Industry,False,2026-04-15 11:25:56,2026-04-19 17:03:46.075717,,
Greenpharma,BR,greenpharma.com.br,thegentlemen,Healthcare,Healthcare and Medical,False,2026-04-15 11:23:43,2026-04-19 17:04:09.879745,,
Jati Tinggi,MY,jatitinggi.com,thegentlemen,Manufacturing,Construction and Engineering,False,2026-03-26 09:29:57,2026-04-19 17:04:58.214309,,
Casa Andina,CO,casaandina.com.co,thegentlemen,Hospitality,Hospitality,True,2026-03-26 09:33:01,2026-04-19 17:05:21.890591,,
CH Express,VE,chxpress.com.ve,thegentlemen,Transportation,Logistics and Transportation,False,2026-03-26 09:31:48,2026-04-19 17:05:47.476444,,
Americo Advogados,BR,americoadvogados.com.br,thegentlemen,Professional Services,Legal Services,False,2026-03-26 09:28:40,2026-04-19 17:06:10.968028,,
Sunspray Food,ZA,sunspray.co.za,thegentlemen,Agriculture and Food Production,Agriculture and Food Industry,False,2026-03-26 09:22:40,2026-04-19 17:06:35.045494,,
Cosmo Group,TH,cosmo.co.th,thegentlemen,Manufacturing,Manufacturing Industry,True,2026-03-26 09:19:25,2026-04-19 17:06:58.980187,,
SYSTHERM INFO,PL,systherm-info.pl,thegentlemen,Technology,Information Technology,False,2026-03-26 09:17:40,2026-04-19 17:09:40.532673,,
Sgt,FR,sgt-pet.com,thegentlemen,Professional Services,Manufacturing Industry,False,2026-03-26 09:13:27,2026-04-19 17:10:03.932089,,
Friktimporten Stockholm,SE,fruktimporten.se,thegentlemen,Retail & E-Commerce,Agriculture and Food Industry,False,2026-03-26 09:11:57,2026-04-19 17:10:27.235115,,
Alert 360 Opco Inc. (alert360.com),US,alert360.com,shinyhunters,Professional Services,Consumer Services,False,2026-04-18 11:10:00,2026-04-19 18:05:25.063031,,
Zara (zara.com),ES,zara.com,shinyhunters,Retail & E-Commerce,Retail & E-Commerce,True,2026-04-18 11:10:00,2026-04-19 18:05:49.044969,,
Carnival Corporation & plc (carnivalcorp.com),US,carnivalcorp.com,shinyhunters,Hospitality,Tourism and Hospitality,False,2026-04-14 00:00:00,2026-04-19 18:06:12.544038,,
"7-Eleven, Inc. (7-eleven.com)",US,7-eleven.com,shinyhunters,Retail & E-Commerce,Retail and Commerce,False,2026-04-18 11:10:00,2026-04-19 18:06:36.031139,,
Pitney Bowes Inc. (pb.com),US,pb.com,shinyhunters,Professional Services,Business Services,False,2026-04-18 11:10:00,2026-04-19 18:06:39.292399,,
The Canada Life Assurance Company (canadalife.com),CA,canadalife.com,shinyhunters,Financial Services,Insurance Services,False,2026-04-18 11:10:00,2026-04-19 18:07:04.416161,,
Aman Resorts (aman.com),SG,aman.com,shinyhunters,Hospitality,Tourism and Hospitality,False,2026-04-18 11:10:00,2026-04-19 18:07:28.126202,,
Frost Bank,US,frostbank.com,everest,Financial Services,Financial Services,False,2026-04-16 00:00:00,2026-04-20 02:32:10.565417,https://images.ransomware.live/victims/d685ea2bd80854288c6f8b1208bb35db.png,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Frost_Bank/
Citizens Bank,US,citizensbank.com,everest,Financial Services,Financial Services,False,2026-04-20 02:32:13.089260,2026-04-20 02:32:31.509728,https://images.ransomware.live/victims/b0c646a9e2c64ebb4e8fe037e86958c1.png,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Citizens_Bank/
Tokoparts,ID,tokoparts.com,everest,Retail & E-Commerce,Retail and Commerce,False,2026-04-20 02:32:33.421734,2026-04-20 02:32:50.471149,https://images.ransomware.live/victims/2495992f91e26b98d8ba54c342233d55.png,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Tokoparts/
Complete Aircraft Group,US,complete-aircraft.com,everest,Manufacturing,Manufacturing Industry,False,2026-04-20 02:32:52.404434,2026-04-20 02:33:22.656747,https://images.ransomware.live/victims/d609c5aac8c9fedd020bec0f1dd9b0a7.png,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Complete_Aircraft_Group/
Umiles Group,ES,umilesgroup.com,everest,Professional Services,Business Services,False,2026-04-20 02:33:24.427376,2026-04-20 02:34:01.978916,https://images.ransomware.live/victims/ab13015d175c75ec6abb7350e88b8ab2.png,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Umiles_Group/
Nutrabio,US,nutrabio.com,everest,Agriculture and Food Production,Manufacturing Industry,False,2026-04-20 02:34:05.937576,2026-04-20 02:34:43.391346,https://images.ransomware.live/victims/dac38c910ddd5c889c6042ac768a45be.png,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Nutrabio_/
Al Sulaiti Law Firm,QA,alsulaitilawfirm.com,payload,Professional Services,Legal Services,False,2026-04-20 12:11:02.178883,2026-04-20 12:11:27.733289,https://images.ransomware.live/victims/4af5dafd6d97302050b690f329ee5d56.png,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/38d57f8d-c8a9-4e40-a223-9be16bdced9b
Better House,,better house,payload,Retail & E-Commerce,Retail & E-Commerce,True,2026-04-20 12:11:29.745712,2026-04-20 12:11:53.481057,https://images.ransomware.live/victims/3daa51ae14ab54e020b507929bf40342.png,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/5893a5ae-0358-4f96-a0fb-6456e9f6c451
Jesin Group,MY,jesin.com.my,lamashtu,Other,Real Estate Services,False,2026-04-20 13:12:13.325392,2026-04-20 13:12:28.539034,https://images.ransomware.live/victims/2bd56d568200765106c497df026f378a.png,http://lamashtux5j74mcm7lwwgn5yrvuwtrpxjoyendif3v3hrztjesfoyayd.onion/post/33b6727db6b8cd5e8d214d8ab4574368
Cooperativa de Hospitales de Antioquia - COHAN,CO,cohan.org.co,qilin,Healthcare,Healthcare and Medical,True,2026-04-20 13:41:21.020453,2026-04-20 13:41:39.010359,https://images.ransomware.live/victims/b0c510b33c8641e875e448743b919601.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=ceeacd3c-e31b-48fa-bffd-d3bcdca94f20
imbriefamilylaw.com,GB,imbriefamilylaw.com,krybit,Professional Services,Professional Services,True,2026-04-17 00:00:00,2026-04-20 14:39:23.207293,https://images.ransomware.live/victims/019e96aff33ba9dfd11bf5f08075b3b1.png,http://krybitqsdzwmhnitvwuhvsntfgf2wrhxveyxroxpc44c6gkft2cqldyd.onion/blog/0cbe2cfa2acb52ec5056aa36a769b8048d2526aff127309aa81be8adb8267f49/
The Go Solution,IE,thegosolution.com,qilin,Professional Services,Professional Services,True,2026-04-20 16:47:29.829643,2026-04-20 16:47:51.858793,https://images.ransomware.live/victims/a3fd97e16eb847108c56f3ee4dc833fe.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=90ebc9a6-cf80-4514-a4a7-4282a2a56223
GUEGUEN Avocats,FR,gueguenavocats.com,qilin,Professional Services,Professional Services,True,2026-03-19 00:00:00,2026-04-20 16:48:30.858862,https://images.ransomware.live/victims/28979b05f05967f37cabd6a2ecf07b3e.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=bfe4f5a0-89c7-4751-bce6-b2fb8a332f39
City'Pro,FR,city-pro.info,qilin,Professional Services,Professional Services,True,2026-04-20 16:48:53.117137,2026-04-20 16:49:10.751832,https://images.ransomware.live/victims/d0777d77d1e2e426700303981357a280.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=eedd0eaa-5cd6-4450-b165-24877fb4124d
SEL (Safety Engineering Laboratory),DE,seldirect.com,qilin,Manufacturing,Information Technology,False,2026-04-20 00:00:00,2026-04-20 18:11:04.289821,https://images.ransomware.live/victims/f141b4280960656e670b53d2148ca696.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=6b488b8f-3e31-4acf-885a-7d15760922d3
JOH Investments Limited,JM,myjohgroup.com,payload,Financial Services,Financial Services,False,2026-04-20 19:36:00.075264,2026-04-20 19:36:25.599708,https://images.ransomware.live/victims/ded574fc346ea84cca1b46d7f1f5588f.png,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/30db07c6-741c-401d-acc1-60b2f60bcfd9
SafeRain,US,saferain.com,qilin,Technology,Information Technology,True,2026-04-20 19:37:45.929687,2026-04-20 19:38:07.748307,https://images.ransomware.live/victims/2fd82f0bb3b76f32f5169230b2b96d79.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=6be18f50-6056-4ec9-809e-9ee8e59680dc
ATKINSON RITSON SOLICITORS LIMITED,GB,atkinsonritson.co.uk,qilin,Professional Services,Professional Services,True,2026-04-20 00:00:00,2026-04-20 19:39:03.884396,https://images.ransomware.live/victims/23cdd2f06d086dd40aee063e361e6f09.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=db4de85c-a728-44b3-bb89-865aa54fc83a
B&e Juice,US,bejuice.com,qilin,Retail & E-Commerce,Retail & E-Commerce,True,2026-04-20 19:39:28.929342,2026-04-20 19:39:43.543913,https://images.ransomware.live/victims/f744c89f7bfdc09d796add40171a30d0.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=81716728-be03-4db5-8692-02cc9658c2c7
Hoeren Gartencenter GmbH,DE,blumen-hoeren.de,qilin,Retail & E-Commerce,Retail and Commerce,False,2026-04-20 00:00:00,2026-04-20 19:40:21.316653,https://images.ransomware.live/victims/8e701dd0175f7c853aaf9e57baef769d.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=30762bad-00f9-4941-94ed-47492b717f37
Engie,FR,engie.com,coinbasecartel,Energy & Utilities,Energy & Utilities,True,2026-04-20 20:29:19.640159,2026-04-20 20:29:34.328509,https://images.ransomware.live/victims/4391f8e219430697e962aa144864ea7d.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/engie
Playmates Toys,HK,playmatestoys.com,coinbasecartel,Retail & E-Commerce,Retail & E-Commerce,True,2026-04-20 20:29:57.725685,2026-04-20 20:30:13.349615,https://images.ransomware.live/victims/b1d5c0f2e594c8fd04c167f662ec10ea.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/playmates
Commscope,US,commscope.com,coinbasecartel,Technology,Information Technology,False,2026-04-20 20:30:35.942468,2026-04-20 20:30:52.336800,https://images.ransomware.live/victims/3b522886b9d1e90e98d94d6058a63a8a.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/commscope
SIG.biz,CH,sig.biz,coinbasecartel,Professional Services,Manufacturing Industry,False,2026-04-20 20:31:27.519310,2026-04-20 20:31:43.361758,https://images.ransomware.live/victims/0059f6f6d6bd7099d7a1e5b6d24dec6b.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/sig
rheem,US,rheem.com,incransom,Manufacturing,Manufacturing Industry,False,2026-04-20 20:00:00,2026-04-20 20:36:54.711005,https://images.ransomware.live/victims/4ce04ebf4f119d8383c2cd6366ec59db.png,http://incblog6qu4y4mm4zvw5nrmue6qbwtgjsxpw6b7ixzssu36tsajldoad.onion/blog/disclosures/69e6890e8f1d14b74393c8d9
Nordenta (a daughter company of LIFCO),DK,nordenta.dk,kairos,Healthcare,Healthcare and Medical,True,2026-04-20 00:00:00,2026-04-20 20:40:32.542364,,
ViaQuest,US,viaquestinc.com,anubis,Transportation,Healthcare and Medical,False,2026-04-21 03:50:00.104300,2026-04-21 03:50:43.657781,https://images.ransomware.live/victims/970fbae8c83bb9d348670431a658eeb4.png,http://om6q4a6cyipxvt7ioudxt24cw4oqu4yodmqzl25mqd2hgllymrgu4aqd.onion/r/eR9QYZbV+oTeY5MsPrCM60SqGivyIXNULpCRWOOIIgVL8in4t7lz8sNNYk1jfZDzwBB3bX3jR6YSMkjMYHwO7VpyY1MxbFRS
"Samuel I. White, PC",US,siwpc.net,anubis,Professional Services,Legal Services,False,2026-04-21 03:50:45.868310,2026-04-21 03:51:15.719514,https://images.ransomware.live/victims/e948f69f28e6476fffa23d467c9ce1e7.png,http://om6q4a6cyipxvt7ioudxt24cw4oqu4yodmqzl25mqd2hgllymrgu4aqd.onion/r/utleYGU2ywSEysMA7giesmWrv6J8u9jVJ5cQ9Zje0dljNewNhsVoedRO0nyDos9AOiQqIzja6xb3SUJIXZqgTVSeFpsUzFz
Roman Catholic Archdiocese of St John,CA,rcsj.org,qilin,Government & Defense,Government & Defense,True,2026-04-21 09:05:17.289523,2026-04-21 09:05:35.121912,https://images.ransomware.live/victims/94c52b6c75b5223ad00b43498a56612a.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=88cda16d-bafe-4998-9ff5-ec969afed76a
Champion Homes,AU,championhomes.com.au,dragonforce,Retail & E-Commerce,Construction and Engineering,False,2026-04-21 11:28:05.321925,2026-04-21 11:29:59.878098,https://images.ransomware.live/victims/5675b2f3c44d5d0ad61b88994e5fc932.png,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=230f8e9a-933c-45cc-a50c-f9ff354ef5c4
CHARLES CONSEIL COORDINATION (3CCC),FR,charles conseil coordination (3ccc),nova,Professional Services,Professional Services,True,2026-04-21 12:06:02.878168,2026-04-21 12:06:15.552737,https://images.ransomware.live/victims/9173f99049917b5e6f959801d414344f.png,http://novadmrkp4vbk2padk5t6pbxolndceuc7hrcq4mjaoyed6nxsqiuzyyd.onion/charles-conseil-coordination-3ccc
Arctic Home Living,US,arctichomeliving.com,akira,Retail & E-Commerce,Retail and Commerce,False,2026-02-20 00:00:00,2026-04-21 12:49:45.063915,,
GGI,,ggi,morpheus,Financial Services,Financial Services,True,2026-04-21 12:50:48.031000,2026-04-21 13:32:27.686422,,
MAC Construction & Excavating,US,macconstruction.com,akira,Manufacturing,Manufacturing Industry,True,2026-04-03 00:00:00,2026-04-21 14:20:01.813301,,
Avitrans,SE,avitrans.com,qilin,Transportation,Logistics and Transportation,False,2026-04-21 15:05:08.839494,2026-04-21 15:05:29.438492,https://images.ransomware.live/victims/f65a35efcf1de56650f9f9c48444471f.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=630d6424-b8e2-4d05-b67f-1d0e9054c16b
Alva Manufacturing,US,alvamanufacturing.com,akira,Manufacturing,Manufacturing Industry,True,2026-04-09 00:00:00,2026-04-21 15:49:38.549225,,
Salimetrics,US,salimetrics.com,akira,Healthcare,Healthcare and Medical,True,2026-04-21 00:00:00,2026-04-21 15:49:41.923703,,
Ferguson Timar,US,fergusontimar.com,qilin,Manufacturing,Business Services,False,2026-04-21 16:33:13.666567,2026-04-21 16:33:29.870944,https://images.ransomware.live/victims/a0d4bc7502f8b4065ae1ed8bdf7a7520.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=1bbcec82-5c8c-46ec-9639-20f7c1a47db0
Safety Engineering Laboratories,US,safetyengineeringlabs.com,qilin,Manufacturing,Construction and Engineering,False,2026-03-12 00:00:00,2026-04-21 16:34:07.655020,https://images.ransomware.live/victims/f803c4525450096d540710c2623d3986.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=5151f924-dd51-4654-96ee-4f251051c958
STERIMED,FR,sterimed.fr,qilin,Healthcare,Manufacturing Industry,False,2026-04-21 16:34:30.089352,2026-04-21 16:34:45.797346,https://images.ransomware.live/victims/5e65e288e1b5456176459035c45ec955.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=afa2db4c-b35b-40aa-9812-82a35ab9c6bf
